region_code,metric,year,value,ci_lower,ci_upper,ci_width
TLC3,gdhi_total_mn_gbp,2030,16457.381287949724,14783.075534270904,18321.316036643835,3538.2405023729316
TLC3,gdhi_total_mn_gbp,2031,16995.774804877237,15154.018672848926,19061.370284281977,3907.3516114330505
TLC3,gdhi_total_mn_gbp,2032,17551.040110263617,15540.609026863307,19821.55322353239,4280.944196669085
TLC3,gdhi_total_mn_gbp,2033,18123.658107312272,15942.376674762425,20603.388684870442,4661.012010108017
TLC3,gdhi_total_mn_gbp,2034,18714.113479134736,16359.053123617497,21408.209916765943,5049.156793148446
TLC3,gdhi_total_mn_gbp,2035,19322.89061150695,16790.502562268215,22237.220130820268,5446.717568552052
TLC3,gdhi_total_mn_gbp,2036,19950.467359407226,17236.67599083919,23091.525771576064,5854.849780736873
TLC3,gdhi_total_mn_gbp,2037,20597.305432218123,17697.57680007102,23972.1514341091,6274.574634038079
TLC3,gdhi_total_mn_gbp,2038,21263.835372421887,18173.23056280792,24880.039527523342,6706.808964715423
TLC3,gdhi_total_mn_gbp,2039,21951.68503355287,18664.71790494801,25817.50649896294,7152.788594014928
TLC3,gdhi_total_mn_gbp,2040,22661.35477688688,19172.17346290903,26785.53901660818,7613.36555369915
TLC3,gdhi_total_mn_gbp,2041,23393.397623918896,19695.797830336433,27785.168039644843,8089.37020930841
TLC3,gdhi_total_mn_gbp,2042,24148.410307747214,20235.84417899818,28817.464457278584,8581.620278280403
TLC3,gdhi_total_mn_gbp,2043,24927.026826514775,20792.608452630513,29883.53615302047,9090.927700389955
TLC3,gdhi_total_mn_gbp,2044,25729.913881959183,21366.422187816344,30984.526213777437,9618.104025961093
TLC3,gdhi_total_mn_gbp,2045,26557.76771909597,21957.647262169998,32121.61201972726,10163.964757557264
TLC3,gdhi_total_mn_gbp,2046,27411.31199845689,22566.67205651818,33296.0049933332,10729.332936815019
TLC3,gdhi_total_mn_gbp,2047,28291.296425443845,23193.9086563342,34508.950832387636,11315.042176053437
TLC3,gdhi_total_mn_gbp,2048,29198.49593353929,23839.790819484973,35761.73009387687,11921.939274391894
TLC3,gdhi_total_mn_gbp,2049,30133.71027265286,24504.772511602212,37055.65902994005,12550.886518337837
TLC3,gdhi_total_mn_gbp,2050,31097.76389445508,25189.326864332266,38392.09060424031,13202.763739908041
TLC3,nominal_gva_mn_gbp,2024,17010.241959629286,16084.064705928393,17989.75177079953,1905.6870648711356
TLC3,nominal_gva_mn_gbp,2025,17453.2079825356,16124.606102466723,18891.28124717673,2766.675144710005
TLC3,nominal_gva_mn_gbp,2026,17772.30567792521,16129.819738597169,19582.044575104446,3452.2248365072774
TLC3,nominal_gva_mn_gbp,2027,18049.532258278417,16137.512537839068,20188.093671731083,4050.5811338920157
TLC3,nominal_gva_mn_gbp,2028,18300.152741883856,16146.761783865659,20740.72776071505,4593.965976849391
TLC3,nominal_gva_mn_gbp,2029,18539.832184455947,16163.940399871812,21264.949568269287,5101.009168397475
TLC3,nominal_gva_mn_gbp,2030,18773.5978394305,16188.884137439005,21770.986365983164,5582.1022285441595
TLC3,nominal_gva_mn_gbp,2031,19007.480306486992,16223.78752040966,22268.801729989886,6045.014209580226
TLC3,nominal_gva_mn_gbp,2032,19245.619449542235,16270.011324713661,22765.433938818416,6495.422614104755
TLC3,nominal_gva_mn_gbp,2033,19490.792797913862,16328.253581484627,23265.86869780031,6937.615116315683
TLC3,nominal_gva_mn_gbp,2034,19744.847546828776,16398.76399219205,23773.682262463943,7374.918270271894
TLC3,nominal_gva_mn_gbp,2035,20009.04537194133,16481.542249226724,24291.531134787412,7809.988885560688
TLC3,nominal_gva_mn_gbp,2036,20284.340494923345,16576.508777565312,24821.539615799484,8245.030838234172
TLC3,nominal_gva_mn_gbp,2037,20571.617081729375,16683.65617844291,25365.62878250316,8681.97260406025
TLC3,nominal_gva_mn_gbp,2038,20879.46441999186,16809.27588341165,25935.206102240554,9125.930218828904
TLC3,nominal_gva_mn_gbp,2039,21194.945787502736,16942.347749435336,26514.96319039656,9572.615440961225
TLC3,nominal_gva_mn_gbp,2040,21519.134749421937,17083.341110669542,27106.709241704393,10023.368131034851
TLC3,nominal_gva_mn_gbp,2041,21852.05545182365,17231.926949131688,27710.907136455407,10478.98018732372
TLC3,nominal_gva_mn_gbp,2042,22193.582471611273,17387.701666673314,28327.78663716542,10940.084970492106
TLC3,nominal_gva_mn_gbp,2043,22543.515001567255,17550.240796794293,28957.441354235594,11407.200557441301
TLC3,nominal_gva_mn_gbp,2044,22901.624346636498,17719.131321923094,29599.893368673682,11880.762046750588
TLC3,nominal_gva_mn_gbp,2045,23267.683257140456,17893.98984895787,30255.135312158447,12361.145463200577
TLC3,nominal_gva_mn_gbp,2046,23641.48306726747,18074.47161310906,30923.15690238582,12848.68528927676
TLC3,nominal_gva_mn_gbp,2047,24022.842784583077,18260.27368458475,31603.960894626336,13343.687210041586
TLC3,nominal_gva_mn_gbp,2048,24411.612985769392,18451.13464473167,32297.571940224,13846.437295492331
TLC3,nominal_gva_mn_gbp,2049,24807.67646570161,18646.832234002504,33004.040788477854,14357.20855447535
TLC3,nominal_gva_mn_gbp,2050,25210.946951962243,18847.179950705864,33723.44551689002,14876.265566184153
TLC3,population_total,2025,696432.3439286276,692497.3722959245,700389.6752154888,7892.302919564303
TLC3,population_total,2026,697285.2356604537,691720.0574926957,702895.1880221983,11175.130529502523
TLC3,population_total,2027,698235.4845230025,691416.406457713,705121.8155855117,13705.409127798746
TLC3,population_total,2028,698027.5246122077,690161.8394580993,705982.8539619326,15821.014503833256
TLC3,population_total,2029,700727.7029376111,691905.4718969351,709662.4229868255,17756.951089890325
TLC3,population_total,2030,703049.8124232347,693359.3646356218,712875.694710062,19516.330074440222
TLC3,population_total,2031,704889.2415319508,694400.7960136565,715536.1077923041,21135.311778647592
TLC3,population_total,2032,706671.5423371709,695436.3726252796,718088.222599021,22651.849973741453
TLC3,population_total,2033,708394.1818111097,696454.2249237663,720538.8363876463,24084.611463879934
TLC3,population_total,2034,710043.8997408671,697434.5516696278,722881.2199686373,25446.668299009558
TLC3,population_total,2035,711081.9438920368,697843.586596122,724571.4378427257,26727.851246603648
TLC3,population_total,2036,711569.9526491816,697739.2114800016,725674.8498327339,27935.63835273229
TLC3,population_total,2037,712015.9866086304,697617.2233214116,726711.9392100871,29094.71588867542
TLC3,population_total,2038,712420.9063021467,697475.8498337304,727686.1956688047,30210.345835074317
TLC3,population_total,2039,712785.5585441006,697313.7741090584,728600.6261932298,31286.852084171376
TLC3,population_total,2040,713110.7764305943,697130.025802682,729457.8638696905,32327.838067008415
TLC3,population_total,2041,713397.3793534399,696923.9026624422,730260.2463828247,33336.343720382545
TLC3,population_total,2042,713646.173028033,696694.912682338,731009.8739156016,34314.9612332636
TLC3,population_total,2043,713857.9495342823,696442.7306375016,731708.6526939888,35265.92205648718
TLC3,population_total,2044,714033.4873696594,696167.1648745156,732358.3283006131,36191.16342609748
TLC3,population_total,2045,714173.5515136102,695868.1315607443,732960.5115520931,37092.37999134883
TLC3,population_total,2046,714278.8935025083,695545.6344548443,733516.698876342,37971.06442149775
TLC3,population_total,2047,714350.2515144071,695199.7488287705,734028.288557945,38828.539729174576
TLC3,population_total,2048,714388.3504628747,694830.6085557991,734496.5938357676,39665.985279968474
TLC3,population_total,2049,714393.902099249,694438.3956440937,734922.8535718162,40484.457927722484
TLC3,population_total,2050,714367.6051226389,694023.3316813938,735308.2410245669,41284.909343173145
TLC3,unemployment_rate_pct,2025,6.931846264123827,4.240169037879333,9.623523490177405,5.383354452298072
TLC3,unemployment_rate_pct,2026,6.928528209802606,3.2884698745299237,10.568586544892689,7.280116670362766
TLC3,unemployment_rate_pct,2027,6.92521174372845,2.653634580704658,11.196788906577266,8.543154325872608
TLC3,unemployment_rate_pct,2028,6.9218968651411155,2.187645511162917,11.65614821895136,9.468502707788442
TLC3,unemployment_rate_pct,2029,6.9185835732807215,1.8300574326141759,12.007109713785798,10.177052281171623
TLC3,unemployment_rate_pct,2030,6.915271867387753,1.5485953300829225,12.281948404537127,10.733353074454204
TLC3,unemployment_rate_pct,2031,6.911961746703059,1.3235128280133555,12.500410665242883,11.176897837229529
TLC3,unemployment_rate_pct,2032,6.9086532104678495,1.1416847342117376,12.67562168657928,11.533936952367542
TLC3,unemployment_rate_pct,2033,6.905346257923699,1.0,12.816805287250165,11.816805287250165
TLC3,unemployment_rate_pct,2034,6.902040888312545,1.0,12.930707639002609,11.930707639002609
TLC3,unemployment_rate_pct,2035,6.898737100876688,1.0,13.022413117151048,12.022413117151048
TLC3,unemployment_rate_pct,2036,6.895434894858791,1.0,13.095844321278907,12.095844321278907
TLC3,unemployment_rate_pct,2037,6.89213426950188,1.0,13.154084824569821,12.154084824569821
TLC3,unemployment_rate_pct,2038,6.888835224049342,1.0,13.19959623109928,12.19959623109928
TLC3,unemployment_rate_pct,2039,6.8855377577449275,1.0,13.2343690911665,12.2343690911665
TLC3,unemployment_rate_pct,2040,6.8822418698327485,1.0,13.260030751229197,12.260030751229197
TLC3,unemployment_rate_pct,2041,6.878947559557279,1.0,13.277924223119498,12.277924223119498
TLC3,unemployment_rate_pct,2042,6.875654826163354,1.0,13.289167000073084,12.289167000073084
TLC3,unemployment_rate_pct,2043,6.8723636688961705,1.0,13.294695662967229,12.294695662967229
TLC3,unemployment_rate_pct,2044,6.869074087001287,1.0,13.295300208543058,12.295300208543058
TLC3,unemployment_rate_pct,2045,6.865786079724623,1.0,13.291650809276117,12.291650809276117
TLC3,unemployment_rate_pct,2046,6.862499646312459,1.0,13.284318911874532,12.284318911874532
TLC3,unemployment_rate_pct,2047,6.859214786011436,1.0,13.273794041513316,12.273794041513316
TLC3,unemployment_rate_pct,2048,6.855931498068555,1.0,13.260497308094541,12.260497308094541
TLC3,unemployment_rate_pct,2049,6.852649781731179,1.0,13.244792351306167,12.244792351306167
TLC3,unemployment_rate_pct,2050,6.8493696362470295,1.0,13.22699427655783,12.22699427655783
TLC4,emp_total_jobs,2025,831877.6931502235,817783.1579840144,846215.1483614463,28431.99037743197
TLC4,emp_total_jobs,2026,835560.0407741581,820113.174719478,851297.8491990729,31184.67447959492
TLC4,emp_total_jobs,2027,838073.5779861824,821262.0942763307,855229.1978573125,33967.10358098184
TLC4,emp_total_jobs,2028,840840.4563276537,822632.4866448463,859451.4372765515,36818.95063170523
TLC4,emp_total_jobs,2029,843669.4140139155,824040.5283750178,863765.8654316282,39725.337056610384
TLC4,emp_total_jobs,2030,845404.048817837,824361.4506539132,866983.7790093858,42622.32835547265
TLC4,emp_total_jobs,2031,845303.4877689613,822881.800730135,868336.1155883722,45454.31485823728
TLC4,emp_total_jobs,2032,843706.4033922636,819941.6381339458,868159.9543415597,48218.31620761391
TLC4,emp_total_jobs,2033,841860.6342400091,816760.5064684125,867732.122048192,50971.61557977949
TLC4,emp_total_jobs,2034,841029.6136568768,814564.5308256019,868354.5431703491,53790.0123447472
TLC4,emp_total_jobs,2035,841662.5407571153,813783.9641744717,870496.1804357262,56712.21626125451
TLC4,emp_total_jobs,2036,843191.919453131,813864.5432866612,873576.099236252,59711.55594959087
TLC4,emp_total_jobs,2037,844517.6074537789,813742.3784752964,876456.7363884764,62714.35791318002
TLC4,emp_total_jobs,2038,844789.4368963797,812601.2238979285,878252.6677333008,65651.44383537234
TLC4,emp_total_jobs,2039,843941.6605761995,810383.6288779816,878889.332256433,68505.7033784514
TLC4,emp_total_jobs,2040,842750.620058222,807839.7174487143,879170.2020439563,71330.48459524196
TLC4,emp_total_jobs,2041,842096.9901846173,805814.2344945914,880013.4206151839,74199.18612059252
TLC4,emp_total_jobs,2042,842470.6148628145,804772.6837142399,881934.4285290772,77161.74481483735
TLC4,emp_total_jobs,2043,843694.2843057391,804541.1819554007,884752.7775273427,80211.59557194193
TLC4,emp_total_jobs,2044,845102.5290143125,804482.2051150493,887773.8749289631,83291.66981391388
TLC4,emp_total_jobs,2045,846012.314098854,803945.9298695447,890279.8173541809,86333.88748463616
TLC4,emp_total_jobs,2046,846155.3188221043,802680.4447216832,891984.8842451773,89304.4395234941
TLC4,emp_total_jobs,2047,845796.8617468311,800940.9301055211,893164.9069882628,92223.97688274167
TLC4,emp_total_jobs,2048,845498.7152338121,799261.0310025547,894411.2745811346,95150.24357857986
TLC4,emp_total_jobs,2049,845721.9754925424,798075.6592007836,896212.8484751387,98137.18927435507
TLC4,emp_total_jobs,2050,846543.7365204155,797454.9387795891,898654.2850166231,101199.34623703395
TLC4,employment_rate_pct,2025,71.26103312531944,70.02615120920524,72.49591504123364,2.4697638320284057
TLC4,employment_rate_pct,2026,71.6775541195357,69.53474114247129,73.8203670964001,4.285625953928815
TLC4,employment_rate_pct,2027,72.48083904652027,68.89438148571914,76.0672966071214,7.172915121402269
TLC4,employment_rate_pct,2028,73.28412397350483,68.6870049808328,77.88124296597687,9.19423798514407
TLC4,employment_rate_pct,2029,74.0874089004894,68.66483815023537,79.50997965054344,10.845141500308074
TLC4,employment_rate_pct,2030,74.89069382747398,68.75269490307068,81.02869275167727,12.275997848606593
TLC4,employment_rate_pct,2031,75.69397875445857,68.91564620617577,82.47231130254136,13.556665096365592
TLC4,employment_rate_pct,2032,76.49726368144312,69.13407373402711,83.86045362865912,14.726379894632004
TLC4,employment_rate_pct,2033,77.30054860842768,69.39565406651761,85.20544315013777,15.80978908362016
TLC4,employment_rate_pct,2034,78.10383353541226,69.69204600871149,86.51562106191302,16.823575053201537
TLC4,employment_rate_pct,2035,78.90711846239684,70.01729265936822,87.79694426522543,17.77965160585721
TLC4,employment_rate_pct,2036,79.7104033893814,70.36696404039627,89.05384273816654,18.68687869777027
TLC4,employment_rate_pct,2037,80.51368831636594,70.73765956922294,90.28971706330894,19.552057494086
TLC4,employment_rate_pct,2038,81.31697324335055,71.12670138132933,91.50724510517173,20.380543723842408
TLC4,employment_rate_pct,2039,82.12025817033512,71.5319359903514,92.70858035011884,21.176644359767437
TLC4,employment_rate_pct,2040,82.92354309731967,71.95160088581731,93.89548530862203,21.943884422804715
TLC4,employment_rate_pct,2041,83.72682802430424,72.38423183153066,95.0,22.615768168469344
TLC4,employment_rate_pct,2042,84.5301129512888,72.82859664403871,95.0,22.17140335596129
TLC4,employment_rate_pct,2043,85.33339787827339,73.28364675427208,95.0,21.716353245727916
TLC4,employment_rate_pct,2044,86.13668280525798,73.74848104215577,95.0,21.251518957844226
TLC4,employment_rate_pct,2045,86.93996773224251,74.22231834484144,95.0,20.77768165515856
TLC4,employment_rate_pct,2046,87.7432526592271,74.70447622395821,95.0,20.29552377604179
TLC4,employment_rate_pct,2047,88.54653758621166,75.19435433362872,95.0,19.805645666371277
TLC4,employment_rate_pct,2048,89.34982251319623,75.69142122648023,95.0,19.30857877351977
TLC4,employment_rate_pct,2049,90.1531074401808,76.19520376700453,95.0,18.80479623299547
TLC4,employment_rate_pct,2050,90.95639236716539,76.70527854886988,95.0,18.294721451130115
TLC4,gdhi_total_mn_gbp,2024,40980.94190669886,39623.33393947041,42385.06537904582,2761.7314395754074
TLC4,gdhi_total_mn_gbp,2025,41979.13784786498,40026.007047968815,44027.57468008465,4001.5676321158317
TLC4,gdhi_total_mn_gbp,2026,43016.161894267854,40577.95524173446,45600.873013205106,5022.917771470646
TLC4,gdhi_total_mn_gbp,2027,44433.5001233862,41538.29651419698,47530.498332789415,5992.201818592432
TLC4,gdhi_total_mn_gbp,2028,45880.59722399942,42551.348474539765,49470.328840233604,6918.980365693838
TLC4,gdhi_total_mn_gbp,2029,47372.63018230898,43620.35603936394,51447.67934412593,7827.323304761987
TLC4,gdhi_total_mn_gbp,2030,48910.72724020202,44739.831163239105,53470.457464109786,8730.626300870681
TLC4,gdhi_total_mn_gbp,2031,50496.237010474964,45906.747150244824,55544.55740182962,9637.810251584793
TLC4,gdhi_total_mn_gbp,2032,52130.549382883735,47119.37677980205,57674.66305127745,10555.286271475401
TLC4,gdhi_total_mn_gbp,2033,53815.09851238212,48376.796242163575,59864.75031129221,11487.954069128638
TLC4,gdhi_total_mn_gbp,2034,55551.36675814316,49678.61413719897,62118.366268735925,12439.752131536952
TLC4,gdhi_total_mn_gbp,2035,57340.89005012371,51024.81413681139,64438.79761961305,13413.983482801661
TLC4,gdhi_total_mn_gbp,2036,59185.265440282805,52415.66046079052,66829.1807151235,14413.52025433298
TLC4,gdhi_total_mn_gbp,2037,61086.162064119664,53851.64137779971,69292.58050920238,15440.939131402673
TLC4,gdhi_total_mn_gbp,2038,63045.33753824254,55333.438581876886,71832.05467033348,16498.616088456598
TLC4,gdhi_total_mn_gbp,2039,65063.410888760525,56860.8230193523,74449.28180232117,17588.458782968875
TLC4,gdhi_total_mn_gbp,2040,67142.1887915882,58434.67872215192,77147.22856885153,18712.549846699607
TLC4,gdhi_total_mn_gbp,2041,69283.48688817785,60055.94350528905,79928.83427035913,19872.890765070086
TLC4,gdhi_total_mn_gbp,2042,71489.14023414845,61725.6065566479,82797.03443217606,21071.427875528163
TLC4,gdhi_total_mn_gbp,2043,73761.0112782504,63444.706520379514,85754.77897502024,22310.072454640722
TLC4,gdhi_total_mn_gbp,2044,76100.9959892161,65214.32988587615,88805.0463860542,23590.716500178045
TLC4,gdhi_total_mn_gbp,2045,78511.02861508148,67035.60960379285,91950.85493560384,24915.24533181099
TLC4,gdhi_total_mn_gbp,2046,80993.08544418223,68909.7238974909,95195.27170834366,26285.54781085276
TLC4,gdhi_total_mn_gbp,2047,83549.18784388228,70837.89525612385,98541.42001443583,27703.524758311978
TLC4,gdhi_total_mn_gbp,2048,86181.40478094987,72821.3896007873,101992.48559708365,29171.095996296353
TLC4,gdhi_total_mn_gbp,2049,88891.85497294167,74861.51561536177,105551.72194388512,30690.206328523345
TLC4,gdhi_total_mn_gbp,2050,91682.70877940522,76959.62423246265,109222.45492960137,32262.83069713872
TLC4,nominal_gva_mn_gbp,2024,53264.71950310299,49440.876292945475,57384.3053859674,7943.429093021921
TLC4,nominal_gva_mn_gbp,2025,54881.16925699019,49393.36551307061,60978.690310490514,11585.324797419904
TLC4,nominal_gva_mn_gbp,2026,56119.113801474625,49325.662264756815,63848.20373943692,14522.541474680103
TLC4,nominal_gva_mn_gbp,2027,57233.71285386775,49311.12954943515,66429.17972006784,17118.05017063269
TLC4,nominal_gva_mn_gbp,2028,58271.959375192615,49330.44466355755,68834.19098657709,19503.746323019535
TLC4,nominal_gva_mn_gbp,2029,59265.81175636442,49380.411908106194,71130.15682569088,21749.744917584685
TLC4,nominal_gva_mn_gbp,2030,60245.15775566483,49467.83133231696,73370.4901802278,23902.658847910847
TLC4,nominal_gva_mn_gbp,2031,61228.6153576142,49595.807368306174,75589.92458314917,25994.117214842998
TLC4,nominal_gva_mn_gbp,2032,62228.80710406673,49765.80364591748,77812.95889738535,28047.155251467877
TLC4,nominal_gva_mn_gbp,2033,63253.8897605684,49977.7310254012,80056.74703016413,30079.016004762932
TLC4,nominal_gva_mn_gbp,2034,64308.78052438667,50230.31535392269,82333.13335570694,32102.818001784253
TLC4,nominal_gva_mn_gbp,2035,65396.08626416139,50521.472423177715,84650.10803421527,34128.63561103756
TLC4,nominal_gva_mn_gbp,2036,66516.77075473411,50848.60102884174,87012.83225330505,36164.231224463314
TLC4,nominal_gva_mn_gbp,2037,67670.59956344019,51208.77292089545,89424.32681113693,38215.55389024148
TLC4,nominal_gva_mn_gbp,2038,68848.84592212258,51593.16341466782,91875.80817074943,40282.64475608161
TLC4,nominal_gva_mn_gbp,2039,70057.61338720925,52004.556795720884,94377.67564852134,42373.11885280046
TLC4,nominal_gva_mn_gbp,2040,71300.66020945382,52444.10960517878,96937.18102141187,44493.07141623309
TLC4,nominal_gva_mn_gbp,2041,72578.2943933271,52910.58305477272,99556.80910927475,46646.22605450203
TLC4,nominal_gva_mn_gbp,2042,73890.32781451978,53402.55339751041,102238.19269270569,48835.63929519528
TLC4,nominal_gva_mn_gbp,2043,75236.31781025902,53918.56807227431,104982.45261370332,51063.88454142901
TLC4,nominal_gva_mn_gbp,2044,76615.72302210414,54457.238117003515,107790.42818124374,53333.190064240225
TLC4,nominal_gva_mn_gbp,2045,78028.00060533964,55017.28868496485,110662.83024831598,55645.54156335113
TLC4,nominal_gva_mn_gbp,2046,79472.66385941773,55597.582576467365,113600.34030661808,58002.75773015071
TLC4,nominal_gva_mn_gbp,2047,80949.31356946581,56197.12687421519,116603.67232002201,60406.54544580683
TLC4,nominal_gva_mn_gbp,2048,82457.65225252928,56815.06943020701,119673.60918834046,62858.53975813345
TLC4,nominal_gva_mn_gbp,2049,83997.4876090709,57450.68965476848,122811.02223548983,65360.33258072135
TLC4,nominal_gva_mn_gbp,2050,85568.72944928118,58103.38648981344,126016.87959871213,67913.49310889869
TLC4,population_total,2025,1995911.453037733,1986697.7602396456,2005167.876107469,18470.115867823362
TLC4,population_total,2026,1993638.4111408156,1980635.575858531,2006726.6097920304,26091.033933499362
TLC4,population_total,2027,1991642.679458833,1975745.1452635163,2007668.1307562604,31922.985492744017
TLC4,population_total,2028,1986349.3915023115,1968052.6175253368,2004816.26862337,36763.65109803318
TLC4,population_total,2029,1989326.0347455095,1968850.1320863462,2010014.8853497065,41164.753263360355
TLC4,population_total,2030,1991532.1793249643,1969088.1412707565,2014232.0387584295,45143.89748767298
TLC4,population_total,2031,1992399.8443936452,1968157.9386158928,2016940.339011352,48782.40039545926
TLC4,population_total,2032,1993147.7268371198,1967233.2426609348,2019403.584102959,52170.3414420241
TLC4,population_total,2033,1993781.8936163208,1966297.573942786,2021650.38089395,55352.8069511638
TLC4,population_total,2034,1994319.08767017,1965351.1167208578,2023714.0272836466,58362.910562788835
TLC4,population_total,2035,1995301.4924065447,1964915.4870602824,2026157.3954796977,61241.908419415355
TLC4,population_total,2036,1996670.8487933895,1964922.7259022787,2028931.9401049998,64009.21420272114
TLC4,population_total,2037,1997922.4235698225,1964868.0053394753,2031532.9069208687,66664.90158139332
TLC4,population_total,2038,1999058.631394698,1964747.7079181673,2033968.735857707,69221.02793953964
TLC4,population_total,2039,2000081.8484357577,1964559.2525537298,2036246.7536889876,71687.50113525777
