region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,model,data_type,ci_lower,ci_upper
K02000001,United Kingdom,UK,uk_emp_rate,2049-09,60.540744447989056,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.784618322802627,3.784618322802627
K02000001,United Kingdom,UK,uk_emp_rate,2049-10,57.663696068519954,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.71774789288528,58.60964424415463
K02000001,United Kingdom,UK,uk_emp_rate,2049-10,60.540744447989084,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.7910712146543832,3.7910712146543832
K02000001,United Kingdom,UK,uk_emp_rate,2049-11,57.649913373976915,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.70318299810034,58.59664374985349
K02000001,United Kingdom,UK,uk_emp_rate,2049-11,60.54074444798911,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.7975131415004673,3.7975131415004673
K02000001,United Kingdom,UK,uk_emp_rate,2049-12,57.636091322922795,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.68857492455489,58.5836077212907
K02000001,United Kingdom,UK,uk_emp_rate,2049-12,60.54074444798912,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.8039441590481373,3.8039441590481373
K02000001,United Kingdom,UK,uk_emp_rate,2050-01,57.622229802974964,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.67392354383901,58.57053606211092
K02000001,United Kingdom,UK,uk_emp_rate,2050-01,60.540744447989134,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.8103643225345434,3.8103643225345434
K02000001,United Kingdom,UK,uk_emp_rate,2050-02,57.60832870142992,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.659228727175794,58.557428675684044
K02000001,United Kingdom,UK,uk_emp_rate,2050-02,60.54074444798914,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.8167736867322666,3.8167736867322666
K02000001,United Kingdom,UK,uk_emp_rate,2050-03,57.59438790526235,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.64449034542044,58.54428546510427
K02000001,United Kingdom,UK,uk_emp_rate,2050-03,60.54074444798915,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.82317230595477,3.82317230595477
K02000001,United Kingdom,UK,uk_emp_rate,2050-04,57.580407301124225,percent,M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,56.6297082690593,58.53110633318915
K02000001,United Kingdom,UK,uk_emp_rate,2050-04,60.54074444798917,percent,M,forecast_VECM_system,2025-11-13T13:55:12Z,VECM_system,forecast,-3.8295602340617654,3.8295602340617654
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-01,61.6483,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-02,61.9102,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-03,61.8159,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-04,62.5811,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-05,62.0561,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-06,62.5359,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-07,62.7982,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-08,62.8146,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-09,62.9932,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-10,63.4074,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-11,63.5865,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1997-12,64.2002,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-01,64.0739,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-02,64.4375,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-03,64.2424,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-04,64.8392,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-05,64.5786,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-06,64.5691,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-07,64.7469,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-08,64.8557,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-09,64.8911,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-10,65.1936,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-11,65.313,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1998-12,65.4778,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-01,65.6157,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-02,65.6807,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-03,65.7839,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-04,65.4749,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-05,66.0413,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-06,66.2049,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-07,66.8273,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-08,67.0456,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-09,67.386,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-10,67.9624,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-11,68.3778,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,1999-12,68.262,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-01,69.1713,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-02,69.0804,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-03,68.7326,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-04,69.0325,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-05,69.5875,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-06,70.0728,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-07,69.5802,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-08,70.3059,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-09,70.2342,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-10,70.2866,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-11,70.5506,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2000-12,70.7752,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-01,70.9226,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-02,70.909,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-03,71.4446,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-04,71.1731,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-05,71.3169,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-06,71.6254,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-07,71.56,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-08,71.7332,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-09,71.6319,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-10,71.7932,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-11,71.7904,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2001-12,71.7693,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-01,71.9522,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-02,71.8223,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-03,72.0102,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-04,72.5641,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-05,72.9353,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-06,71.2486,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-07,72.5224,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-08,72.7754,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-09,73.0542,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-10,73.1473,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-11,73.2859,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2002-12,73.4122,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-01,73.6793,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-02,73.9467,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-03,73.7948,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-04,74.4262,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-05,74.3006,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-06,74.7985,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-07,75.1054,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-08,75.1458,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-09,75.5214,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-10,75.9359,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-11,75.6661,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2003-12,76.022,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-01,75.9025,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-02,75.9958,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-03,76.1299,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-04,75.9848,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-05,76.3373,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-06,76.5216,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-07,76.4784,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-08,76.3565,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-09,76.5925,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-10,76.8873,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-11,76.9492,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2004-12,76.9581,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-01,77.7636,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-02,77.712,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-03,77.2898,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-04,78.4325,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-05,78.0332,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-06,78.4898,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-07,78.9757,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-08,78.9836,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-09,79.3605,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-10,79.2671,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-11,80.0575,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2005-12,80.6727,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-01,80.373,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-02,80.2541,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-03,80.5692,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-04,80.2487,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-05,80.6211,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-06,80.7747,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-07,80.3396,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-08,80.6129,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-09,80.8526,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-10,80.3734,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-11,80.7594,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2006-12,81.4539,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-01,81.4627,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-02,81.9079,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-03,82.0895,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-04,82.3414,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-05,82.7446,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-06,82.8859,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-07,82.9457,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-08,83.4958,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-09,83.6617,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-10,83.5719,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-11,84.0615,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2007-12,84.418,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-01,84.4152,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-02,84.9824,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-03,84.0109,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-04,84.7375,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-05,83.904,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-06,83.8052,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-07,83.2829,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-08,83.0537,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-09,82.0689,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-10,81.8752,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-11,80.8174,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2008-12,80.4444,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-01,79.7114,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-02,79.6341,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-03,79.0235,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-04,79.5481,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-05,78.7777,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-06,79.0869,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-07,79.4531,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-08,79.0135,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-09,79.2021,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-10,79.3669,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-11,79.452,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2009-12,79.8328,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-01,79.2273,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-02,80.4898,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-03,81.1702,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-04,80.9214,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-05,81.4285,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-06,81.4656,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-07,81.5764,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-08,81.7161,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-09,81.884,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-10,82.1731,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-11,81.9165,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2010-12,81.1528,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2011-01,81.5435,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2011-02,81.8788,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2011-03,82.0309,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2011-04,81.2772,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
K02000001,United Kingdom,UK,uk_gdp_m_index,2011-05,82.0573,index(2016=100),M,ONS,2025-11-07T19:26:51Z,observed,historical,,
