itl3_code,itl2_code,itl3_name,share,share_std,share_years,region_name,metric
TLJ31,TLJ3,Portsmouth,0.10548786250605317,0.0022689677490183675,3,Portsmouth,nominal_gva_mn_gbp
TLJ32,TLJ3,Southampton,0.1372704715849822,0.0021577763955123778,3,Southampton,nominal_gva_mn_gbp
TLJ34,TLJ3,Isle of Wight,0.044169240457012586,0.0010117714698422303,3,Isle of Wight,nominal_gva_mn_gbp
TLJ35,TLJ3,South Hampshire,0.179694323088488,0.0016182300764261844,3,South Hampshire,nominal_gva_mn_gbp
TLJ36,TLJ3,Central Hampshire,0.2651556308177445,0.0024338284527027905,3,Central Hampshire,nominal_gva_mn_gbp
TLJ37,TLJ3,North Hampshire,0.2682224715457195,0.0032267091860408714,3,North Hampshire,nominal_gva_mn_gbp
TLJ41,TLJ4,Medway,0.13439343881323484,0.005174816380542482,3,Medway,nominal_gva_mn_gbp
TLJ43,TLJ4,Kent Thames Gateway,0.18989384857506217,0.006528726837185728,3,Kent Thames Gateway,nominal_gva_mn_gbp
TLJ44,TLJ4,East Kent,0.23323893621653355,0.0061520150108373755,3,East Kent,nominal_gva_mn_gbp
TLJ45,TLJ4,Mid Kent,0.17203228547177038,0.000845182930615665,3,Mid Kent,nominal_gva_mn_gbp
TLJ46,TLJ4,West Kent,0.27044149092339903,0.0054102574330631235,3,West Kent,nominal_gva_mn_gbp
TLK30,TLK3,Cornwall and Isles of Scilly,1.0,0.0,3,Cornwall and Isles of Scilly,nominal_gva_mn_gbp
TLK41,TLK4,Plymouth,0.22044832787254298,0.0014761419889468704,3,Plymouth,nominal_gva_mn_gbp
TLK42,TLK4,Torbay,0.07676181404389067,0.0005490577492740424,3,Torbay,nominal_gva_mn_gbp
TLK43,TLK4,Devon CC,0.7027898580835664,0.0019632969133277674,3,Devon CC,nominal_gva_mn_gbp
TLK51,TLK5,"Bristol, City of",0.4885058174685845,0.004847167031446166,3,"Bristol, City of",nominal_gva_mn_gbp
TLK52,TLK5,Bath & North East Somerset and South Gloucestershire,0.5114941825314155,0.004847167031446224,3,Bath & North East Somerset and South Gloucestershire,nominal_gva_mn_gbp
TLK61,TLK6,North Somerset,0.1274407623065729,0.0012728805890019955,3,North Somerset,nominal_gva_mn_gbp
TLK62,TLK6,Somerset,0.3415404879175605,0.004367988920995387,3,Somerset,nominal_gva_mn_gbp
TLK63,TLK6,"Bournemouth, Christchurch and Poole",0.3022425624473076,0.0005052285813705136,3,"Bournemouth, Christchurch and Poole",nominal_gva_mn_gbp
TLK64,TLK6,Dorset,0.2287761873285591,0.0052202914770807535,3,Dorset,nominal_gva_mn_gbp
TLK71,TLK7,Swindon,0.24693394266655658,0.011946987381533925,3,Swindon,nominal_gva_mn_gbp
TLK72,TLK7,Wiltshire,0.3055320102369363,0.0019281459501931965,3,Wiltshire,nominal_gva_mn_gbp
TLK73,TLK7,Gloucestershire CC,0.44753404709650707,0.01025679375395874,3,Gloucestershire CC,nominal_gva_mn_gbp
TLL31,TLL3,Isle of Anglesey,0.07703604977024564,0.003458201601711924,3,Isle of Anglesey,nominal_gva_mn_gbp
TLL32,TLL3,Gwynedd,0.1530650104703778,0.0031477723607065224,3,Gwynedd,nominal_gva_mn_gbp
TLL33,TLL3,Conwy and Denbighshire,0.24335098229940955,0.0026326375769234597,3,Conwy and Denbighshire,nominal_gva_mn_gbp
TLL34,TLL3,Flintshire and Wrexham,0.5265479574599671,0.004807324871811458,3,Flintshire and Wrexham,nominal_gva_mn_gbp
TLL41,TLL4,Mid Wales,0.21089201140726513,0.002873022107212748,3,Mid Wales,nominal_gva_mn_gbp
TLL42,TLL4,South West Wales,0.3412814781069178,0.01119955384506631,3,South West Wales,nominal_gva_mn_gbp
TLL43,TLL4,Swansea,0.30818140309119496,0.00548881445805853,3,Swansea,nominal_gva_mn_gbp
TLL44,TLL4,Neath Port Talbot,0.13964510739462213,0.006284093361024895,3,Neath Port Talbot,nominal_gva_mn_gbp
TLL51,TLL5,Central Valleys and Bridgend,0.24058546521482668,0.0024059764939372797,3,Central Valleys and Bridgend,nominal_gva_mn_gbp
TLL52,TLL5,Cardiff and Vale of Glamorgan,0.42436686235916005,0.0015792064602021447,3,Cardiff and Vale of Glamorgan,nominal_gva_mn_gbp
TLL53,TLL5,Gwent Valleys,0.15972674734080403,0.0011055084156083228,3,Gwent Valleys,nominal_gva_mn_gbp
TLL54,TLL5,Monmouthshire and Newport,0.17532092508520927,0.0012106979952163017,3,Monmouthshire and Newport,nominal_gva_mn_gbp
TLM01,TLM0,Clackmannanshire and Fife,0.4116847385193472,0.005451260351344888,3,Clackmannanshire and Fife,nominal_gva_mn_gbp
TLM02,TLM0,"Perth and Kinross, and Stirling",0.31365193767401833,0.0036168801914063273,3,"Perth and Kinross, and Stirling",nominal_gva_mn_gbp
TLM03,TLM0,Angus and Dundee City,0.27466332380663444,0.001931710612305949,3,Angus and Dundee City,nominal_gva_mn_gbp
TLM11,TLM1,East Lothian and Midlothian,0.08878464658438022,0.0008921469620793509,3,East Lothian and Midlothian,nominal_gva_mn_gbp
TLM12,TLM1,Falkirk,0.09605487661743099,0.005747713926926971,3,Falkirk,nominal_gva_mn_gbp
TLM13,TLM1,City of Edinburgh,0.6863202815398758,0.00790060802483563,3,City of Edinburgh,nominal_gva_mn_gbp
TLM14,TLM1,West Lothian,0.12884019525831303,0.00143106175528906,3,West Lothian,nominal_gva_mn_gbp
TLM20,TLM2,Highlands and Islands,1.0,0.0,3,Highlands and Islands,nominal_gva_mn_gbp
TLM31,TLM3,East Dunbartonshire and West Dunbartonshire,0.0803983341998005,0.0012111697969320284,3,East Dunbartonshire and West Dunbartonshire,nominal_gva_mn_gbp
TLM32,TLM3,Glasgow City,0.5626688132982992,0.008330908925438694,3,Glasgow City,nominal_gva_mn_gbp
TLM33,TLM3,"Inverclyde, East Renfrewshire, and Renfrewshire",0.1576305448334938,0.007923487716040015,3,"Inverclyde, East Renfrewshire, and Renfrewshire",nominal_gva_mn_gbp
TLM34,TLM3,North Lanarkshire,0.19930230766840648,0.0022842786925522775,3,North Lanarkshire,nominal_gva_mn_gbp
TLM50,TLM5,Aberdeen City and Aberdeenshire,1.0,0.0,3,Aberdeen City and Aberdeenshire,nominal_gva_mn_gbp
TLM91,TLM9,Scottish Borders,0.14206944084637826,0.005195055132461166,3,Scottish Borders,nominal_gva_mn_gbp
TLM92,TLM9,Dumfries and Galloway,0.20460517594295702,0.0028011834587447692,3,Dumfries and Galloway,nominal_gva_mn_gbp
TLM93,TLM9,North Ayrshire and East Ayrshire,0.11516293763527108,0.0009470250285761747,3,North Ayrshire and East Ayrshire,nominal_gva_mn_gbp
TLM94,TLM9,South Ayrshire,0.1381320947228865,0.003964330038497044,3,South Ayrshire,nominal_gva_mn_gbp
TLM95,TLM9,South Lanarkshire,0.40003035085250715,0.0035096724932296664,3,South Lanarkshire,nominal_gva_mn_gbp
TLN06,TLN0,Belfast,0.3260691011695308,0.002588838529865569,3,Belfast,nominal_gva_mn_gbp
TLN07,TLN0,"Armagh City, Banbridge and Craigavon",0.09343414609231056,0.0009820447479775118,3,"Armagh City, Banbridge and Craigavon",nominal_gva_mn_gbp
TLN08,TLN0,"Newry, Mourne and Down",0.0718474444236307,0.0003936401597861992,3,"Newry, Mourne and Down",nominal_gva_mn_gbp
TLN09,TLN0,Ards and North Down,0.04807304524593777,0.0010592262141101078,3,Ards and North Down,nominal_gva_mn_gbp
TLN0A,TLN0,Derry City and Strabane,0.06752392266540035,0.0014727828113659668,3,Derry City and Strabane,nominal_gva_mn_gbp
TLN0B,TLN0,Mid Ulster,0.08262293816973214,0.0012644025832193784,3,Mid Ulster,nominal_gva_mn_gbp
TLN0C,TLN0,Causeway Coast and Glens,0.050320703513145805,0.0005711888125243989,3,Causeway Coast and Glens,nominal_gva_mn_gbp
TLN0D,TLN0,Antrim and Newtownabbey,0.0758447558834119,0.0016317219953720977,3,Antrim and Newtownabbey,nominal_gva_mn_gbp
TLN0E,TLN0,Lisburn and Castlereagh,0.0758727716105025,0.0006163105762621586,3,Lisburn and Castlereagh,nominal_gva_mn_gbp
TLN0F,TLN0,Mid and East Antrim,0.05597245404063786,0.00021015339984719944,3,Mid and East Antrim,nominal_gva_mn_gbp
TLN0G,TLN0,Fermanagh and Omagh,0.05241871718575963,0.0003338357709492665,3,Fermanagh and Omagh,nominal_gva_mn_gbp
TLC31,TLC3,Hartlepool and Stockton-on-Tees,0.4363986198044518,0.0007775131672038914,3,Hartlepool and Stockton-on-Tees,gdhi_total_mn_gbp
TLC32,TLC3,South Teesside,0.3951695218354184,0.0007047081547267209,3,South Teesside,gdhi_total_mn_gbp
TLC33,TLC3,Darlington,0.1684318583601298,0.0009626492171660973,3,Darlington,gdhi_total_mn_gbp
TLC41,TLC4,Durham,0.25592457437472854,0.0007464691613510806,3,Durham,gdhi_total_mn_gbp
TLC42,TLC4,Northumberland,0.18640139730329153,0.0007646459500881891,3,Northumberland,gdhi_total_mn_gbp
TLC43,TLC4,Tyneside,0.4270925932984713,0.0012901438638320572,3,Tyneside,gdhi_total_mn_gbp
TLC44,TLC4,Sunderland,0.1305814350235086,0.0006228511751559369,3,Sunderland,gdhi_total_mn_gbp
TLD13,TLD1,Cumberland,0.5116388793307917,0.003347127684052747,3,Cumberland,gdhi_total_mn_gbp
TLD14,TLD1,Westmorland and Furness,0.4883611206692083,0.003347127684052798,3,Westmorland and Furness,gdhi_total_mn_gbp
TLD33,TLD3,Manchester,0.17958504252435672,0.0007732764031059994,3,Manchester,gdhi_total_mn_gbp
TLD34,TLD3,Greater Manchester South West,0.2060216731722256,0.002385822686215629,3,Greater Manchester South West,gdhi_total_mn_gbp
TLD35,TLD3,Greater Manchester South East,0.19652206421419657,0.0010370459584518026,3,Greater Manchester South East,gdhi_total_mn_gbp
TLD36,TLD3,Greater Manchester North West,0.20445471248938532,0.0005936216726455894,3,Greater Manchester North West,gdhi_total_mn_gbp
TLD37,TLD3,Greater Manchester North East,0.21341650759983577,0.0008517317639822,3,Greater Manchester North East,gdhi_total_mn_gbp
TLD41,TLD4,Blackburn with Darwen,0.08316348240350831,0.0009246466799998156,3,Blackburn with Darwen,gdhi_total_mn_gbp
TLD42,TLD4,Blackpool,0.0834918287687822,0.0010082445345628486,3,Blackpool,gdhi_total_mn_gbp
TLD44,TLD4,Lancaster and Wyre,0.17133284283235892,0.0003387905421152731,3,Lancaster and Wyre,gdhi_total_mn_gbp
TLD45,TLD4,Mid Lancashire,0.2931280342977573,0.00243162082682251,3,Mid Lancashire,gdhi_total_mn_gbp
TLD46,TLD4,East Lancashire,0.1983822098264103,0.0005959226777074391,3,East Lancashire,gdhi_total_mn_gbp
TLD47,TLD4,Chorley and West Lancashire,0.170501601871183,0.0005644806543941654,3,Chorley and West Lancashire,gdhi_total_mn_gbp
TLD61,TLD6,Warrington,0.20177078700771264,0.0008554980182606348,3,Warrington,gdhi_total_mn_gbp
TLD62,TLD6,Cheshire East,0.44995433284613623,0.001679539820276547,3,Cheshire East,gdhi_total_mn_gbp
TLD63,TLD6,Cheshire West and Chester,0.3482748801461512,0.0020718163979475883,3,Cheshire West and Chester,gdhi_total_mn_gbp
TLD71,TLD7,East Merseyside,0.2934030607480513,0.00047306174912163933,3,East Merseyside,gdhi_total_mn_gbp
TLD72,TLD7,Liverpool,0.29414921494891827,0.0008530511758113185,3,Liverpool,gdhi_total_mn_gbp
TLD73,TLD7,Sefton,0.19204263949631808,0.0008324388567783622,3,Sefton,gdhi_total_mn_gbp
TLD74,TLD7,Wirral,0.22040508480671236,0.00025581220929269766,3,Wirral,gdhi_total_mn_gbp
TLE11,TLE1,"Kingston upon Hull, City of",0.2394277396302094,0.001548274564444586,3,"Kingston upon Hull, City of",gdhi_total_mn_gbp
TLE12,TLE1,East Riding of Yorkshire,0.4235210521281866,0.0029226050371969703,3,East Riding of Yorkshire,gdhi_total_mn_gbp
TLE13,TLE1,North and North East Lincolnshire,0.33705120824160406,0.0013849099932192255,3,North and North East Lincolnshire,gdhi_total_mn_gbp
TLE21,TLE2,York,0.22810800493234765,0.0025789920050712906,3,York,gdhi_total_mn_gbp
TLE22,TLE2,North Yorkshire,0.7718919950676524,0.0025789920050713166,3,North Yorkshire,gdhi_total_mn_gbp
TLE33,TLE3,Barnsley,0.18244066879779852,0.00040219719461742306,3,Barnsley,gdhi_total_mn_gbp
TLE34,TLE3,Rotherham,0.191483396615864,0.0011701518655068167,3,Rotherham,gdhi_total_mn_gbp
TLE35,TLE3,Doncaster,0.2256765895348766,0.0010450517355995925,3,Doncaster,gdhi_total_mn_gbp
TLE36,TLE3,Sheffield,0.4003993450514609,0.0003098972666646761,3,Sheffield,gdhi_total_mn_gbp
TLE41,TLE4,Bradford,0.20466413616641865,0.00015983845489189234,3,Bradford,gdhi_total_mn_gbp
TLE42,TLE4,Leeds,0.3693995635316161,0.0007097934447062329,3,Leeds,gdhi_total_mn_gbp
TLE44,TLE4,Calderdale and Kirklees,0.2724964683340462,0.0008441287812600715,3,Calderdale and Kirklees,gdhi_total_mn_gbp
TLE45,TLE4,Wakefield,0.153439831967919,0.0003966542954678892,3,Wakefield,gdhi_total_mn_gbp
TLF11,TLF1,Derby,0.10618709510141959,0.0005814226759547075,3,Derby,gdhi_total_mn_gbp
TLF12,TLF1,East Derbyshire,0.12686702815502385,0.0006091230310719463,3,East Derbyshire,gdhi_total_mn_gbp
